
Christina, 16, Daily Companion Morning, 2016-02-24_11-39-50 

State Time Stamp, State Date Time, FSM State, FSM State Name, Robot Emotion, Observable Expression, Drive Statuses 

1456331993.77, 2016-02-24_11-39-53, 1, morningIntro, 0, 0, [0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0]
1456332021.45, 2016-02-24_11-40-21, 2, morningGood, 1, 6, [1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0]
1456332025.61, 2016-02-24_11-40-25, 4, askWeather, 1, 6, [1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0]
1456332041.15, 2016-02-24_11-40-41, 9, askWeatherBad, 1, 1, [1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0]
1456332046.05, 2016-02-24_11-40-46, 10, askWeatherBadParis, 1, 1, [1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0]
1456332075.05, 2016-02-24_11-41-15, 12, askWeatherBadDiffHome, 1, 6, [1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0]
1456332096.08, 2016-02-24_11-41-36, 13, askWeatherBadDiffHomeYesTake, 1, 1, [1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0]
1456332098.69, 2016-02-24_11-41-38, 15, checkEdgeSafety1, 1, 1, [1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0]
1456332114.99, 2016-02-24_11-41-54, 16, tellJoke_Statement1, 1, 1, [1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0]
1456332125.02, 2016-02-24_11-42-05, 17, askBreakfast, 1, 1, [1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0]
1456332143.21, 2016-02-24_11-42-23, 18, askBreakfastAte, 0, 0, [1.0 1.0 1.0 2.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0]
1456332149.17, 2016-02-24_11-42-29, 23, askDietPoultry, 0, 0, [1.0 1.0 1.0 2.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0]
1456332170.15, 2016-02-24_11-42-50, 24, askDietPoultryYesEat, 3, 3, [1.0 1.0 1.0 2.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0]
1456332174.07, 2016-02-24_11-42-54, 19, askDietGluten, 3, 3, [1.0 1.0 1.0 2.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0]
1456332192.9, 2016-02-24_11-43-12, 20, askDietGlutenYesEat, 1, 6, [1.0 1.0 1.0 2.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0]
1456332195.65, 2016-02-24_11-43-15, 26, meal2DecideLunch, 1, 6, [1.0 1.0 1.0 2.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0]
1456332211.3, 2016-02-24_11-43-31, 27, mealFeedbackLunch, 1, 6, [1.0 1.0 1.0 2.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0]
1456332226.47, 2016-02-24_11-43-46, 28, meal2FeedbackYesDelici, 1, 6, [1.0 1.0 1.0 2.0 2.0 0.0 0.0 0.0 0.0 0.0 0.0]
1456332230.49, 2016-02-24_11-43-50, 31, askDietFish, 1, 6, [1.0 1.0 1.0 2.0 2.0 0.0 0.0 0.0 0.0 0.0 0.0]
1456332248.56, 2016-02-24_11-44-08, 32, askDietFishYesEat, 3, 3, [1.0 1.0 1.0 2.0 2.0 0.0 0.0 0.0 0.0 0.0 0.0]
1456332260.42, 2016-02-24_11-44-20, 34, checkEdgeSafety2, 3, 3, [1.0 1.0 1.0 2.0 2.0 0.0 0.0 0.0 0.0 0.0 0.0]
1456332278.03, 2016-02-24_11-44-38, 35, tellJoke_Statement2, 3, 3, [1.0 1.0 1.0 2.0 2.0 0.0 0.0 0.0 0.0 0.0 0.0]
1456332294.93, 2016-02-24_11-44-54, 36, meal3DecideDinner, 3, 3, [1.0 1.0 1.0 2.0 2.0 0.0 0.0 0.0 0.0 0.0 0.0]
1456332317.16, 2016-02-24_11-45-17, 37, meal3FeedbackDinner, 3, 3, [1.0 1.0 1.0 2.0 2.0 0.0 0.0 0.0 0.0 0.0 0.0]
1456332334.23, 2016-02-24_11-45-34, 38, meal3FeedbackYesGood, 1, 1, [1.0 1.0 1.0 2.0 2.0 2.0 0.0 0.0 0.0 0.0 0.0]
1456332337.89, 2016-02-24_11-45-37, 41, exerciseDecide, 1, 1, [1.0 1.0 1.0 2.0 2.0 2.0 0.0 0.0 0.0 0.0 0.0]
1456332340.06, 2016-02-24_11-45-40, 43, exerciseWeatherBad, 1, 1, [1.0 1.0 1.0 2.0 2.0 2.0 0.0 0.0 0.0 0.0 0.0]
1456332350.08, 2016-02-24_11-45-50, 44, exerciseFeedback, 1, 1, [1.0 1.0 1.0 2.0 2.0 2.0 0.0 0.0 0.0 0.0 0.0]
1456332366.25, 2016-02-24_11-46-06, 46, exerciseFeedbackBad, 0, 0, [1.0 1.0 1.0 2.0 2.0 2.0 2.0 0.0 0.0 0.0 0.0]
1456332374.21, 2016-02-24_11-46-14, 48, morningEnd, 0, 0, [2.0 3.0 3.0 2.0 2.0 2.0 2.0 0.0 0.0 0.0 0.0]
