
Christina, 28, Daily Companion Morning, 2016-02-26_11-59-46 

State Time Stamp, State Date Time, FSM State, FSM State Name, Robot Emotion, Observable Expression, Drive Statuses 

1456505990.66, 2016-02-26_11-59-50, 1, morningIntro, 0, 0, [0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0]
1456506026.58, 2016-02-26_12-00-26, 2, morningGood, 0, 5, [1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0]
1456506030.72, 2016-02-26_12-00-30, 4, askWeather, 0, 5, [1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0]
1456506047.74, 2016-02-26_12-00-47, 5, askWeatherGood, 1, 6, [1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0]
1456506051.65, 2016-02-26_12-00-51, 6, askWeatherGoodJapan, 1, 6, [1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0]
1456506077.97, 2016-02-26_12-01-17, 7, askWeatherGoodYesTravel, 1, 1, [1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0]
1456506089.24, 2016-02-26_12-01-29, 15, checkEdgeSafety1, 1, 1, [1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0]
1456506105.43, 2016-02-26_12-01-45, 16, tellJoke_Statement1, 1, 1, [1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0]
1456506115.41, 2016-02-26_12-01-55, 17, askBreakfast, 1, 1, [1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0]
1456506132.5, 2016-02-26_12-02-12, 18, askBreakfastAte, 0, 0, [1.0 1.0 1.0 2.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0]
1456506138.46, 2016-02-26_12-02-18, 23, askDietPoultry, 0, 0, [1.0 1.0 1.0 2.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0]
1456506155.28, 2016-02-26_12-02-35, 24, askDietPoultryYesEat, 1, 6, [1.0 1.0 1.0 2.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0]
1456506158.4, 2016-02-26_12-02-38, 19, askDietGluten, 1, 6, [1.0 1.0 1.0 2.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0]
1456506173.49, 2016-02-26_12-02-53, 20, askDietGlutenYesEat, 1, 1, [1.0 1.0 1.0 2.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0]
1456506176.25, 2016-02-26_12-02-56, 26, meal2DecideLunch, 1, 1, [1.0 1.0 1.0 2.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0]
1456506191.88, 2016-02-26_12-03-11, 27, mealFeedbackLunch, 1, 1, [1.0 1.0 1.0 2.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0]
1456506206.55, 2016-02-26_12-03-26, 28, meal2FeedbackYesDelici, 0, 0, [1.0 1.0 1.0 2.0 2.0 0.0 0.0 0.0 0.0 0.0 0.0]
1456506210.57, 2016-02-26_12-03-30, 31, askDietFish, 0, 0, [1.0 1.0 1.0 2.0 2.0 0.0 0.0 0.0 0.0 0.0 0.0]
1456506225.21, 2016-02-26_12-03-45, 32, askDietFishYesEat, 1, 1, [1.0 1.0 1.0 2.0 2.0 0.0 0.0 0.0 0.0 0.0 0.0]
1456506233.53, 2016-02-26_12-03-53, 34, checkEdgeSafety2, 1, 1, [1.0 1.0 1.0 2.0 2.0 0.0 0.0 0.0 0.0 0.0 0.0]
1456506249.01, 2016-02-26_12-04-09, 35, tellJoke_Statement2, 1, 1, [1.0 1.0 1.0 2.0 2.0 0.0 0.0 0.0 0.0 0.0 0.0]
1456506259.73, 2016-02-26_12-04-19, 36, meal3DecideDinner, 1, 1, [1.0 1.0 1.0 2.0 2.0 0.0 0.0 0.0 0.0 0.0 0.0]
1456506274.47, 2016-02-26_12-04-34, 37, meal3FeedbackDinner, 1, 1, [1.0 1.0 1.0 2.0 2.0 0.0 0.0 0.0 0.0 0.0 0.0]
1456506290.32, 2016-02-26_12-04-50, 38, meal3FeedbackYesGood, 0, 0, [1.0 1.0 1.0 2.0 2.0 2.0 0.0 0.0 0.0 0.0 0.0]
1456506293.96, 2016-02-26_12-04-53, 41, exerciseDecide, 0, 0, [1.0 1.0 1.0 2.0 2.0 2.0 0.0 0.0 0.0 0.0 0.0]
1456506296.29, 2016-02-26_12-04-56, 42, exerciseWeatherGood, 0, 0, [1.0 1.0 1.0 2.0 2.0 2.0 0.0 0.0 0.0 0.0 0.0]
1456506304.92, 2016-02-26_12-05-04, 44, exerciseFeedback, 0, 0, [1.0 1.0 1.0 2.0 2.0 2.0 0.0 0.0 0.0 0.0 0.0]
1456506321.89, 2016-02-26_12-05-21, 46, exerciseFeedbackBad, 1, 1, [1.0 1.0 1.0 2.0 2.0 2.0 2.0 0.0 0.0 0.0 0.0]
1456506330.82, 2016-02-26_12-05-30, 48, morningEnd, 1, 1, [2.0 3.0 3.0 2.0 2.0 2.0 2.0 0.0 0.0 0.0 0.0]
